censoring_factor	intercept	intercept_se	total_heritability	total_heritability_se	n_snps_regression	n_snps_annotation	nbar
0.2864059014882535	0.954488843337965	0.015129499329448917	0.25115968092582885	0.013143518491911711	1145927	5961159	378156.0
