censoring_factor	intercept	intercept_se	total_heritability	total_heritability_se	n_snps_regression	n_snps_annotation	nbar
0.2864059014882535	0.954112002781454	0.015108674627202357	0.25161170200087474	0.013272743152994568	1145927	5961159	378156.0
