Category,Prop._SNPs,Prop._h2,Prop._h2_std_error,Enrichment,Enrichment_std_error,Enrichment_p,Coefficient,Coefficient_std_error,Coefficient_z-score
H3K27ac_PGC2.extend.500,0.33514472605075624,0.7163100135972956,0.05826940698256524,2.137315487664316,0.17386341617006554,3.505689223223962e-09,1.2772509559483951e-08,5.6925719282450365e-08,0.22437150940702455
H3K4me1_peaks_Trynka,0.1688701811174639,0.698130523356858,0.2544829022638105,4.134125508346838,1.5069735851517532,0.03904556539621824,1.2918401081950984e-07,9.109830900738861e-08,1.4180725441240876
H3K4me1_Trynka,0.4234550697272124,0.7257203050243678,0.11439920785607371,1.7138070999878998,0.2701566613189189,0.009719706948706082,-4.8873069491325295e-08,3.0471915120198904e-08,-1.603872592140716
H3K4me1_Trynka.extend.500,0.6057006699536114,0.8825068018130742,0.037009683931865676,1.4570015282972404,0.06110226679244077,5.664309341347401e-11,1.356934085066629e-08,2.9204595468261266e-08,0.464630330709873
H3K4me3_peaks_Trynka,0.041368465427612314,0.1412463120167703,0.08453163780234331,3.4143473913463627,2.0433834547297653,0.23646922181024585,3.354058577982777e-08,1.1478561845572277e-07,0.2922019868958206
H3K4me3_Trynka,0.13288674232645029,0.4099629442810672,0.0792696566925333,3.0850552666416493,0.5965204301404201,0.0005198625952658522,2.9129500298678468e-08,3.9786969883835196e-08,0.7321366865515766
H3K4me3_Trynka.extend.500,0.25504117571767504,0.49167928944416617,0.06802358594936868,1.9278427809180283,0.2667160930306771,0.0007592951536340392,-2.6873583416850575e-08,2.5437069089534384e-08,-1.0564732643631187
H3K9ac_peaks_Trynka,0.038186366107664634,0.03956657048602249,0.08217746070061885,1.0361439047241738,2.1520104968596234,0.9865892988752863,-1.924369970414946e-07,1.322321893751004e-07,-1.4552961570923735
H3K9ac_Trynka,0.12530231117807794,0.5251210560780796,0.1073400774667758,4.1908329634222365,0.8566488236136806,0.00024107328789662978,1.4102360831579388e-07,7.775113726379094e-08,1.813781936556563
H3K9ac_Trynka.extend.500,0.22977209633227363,0.5813224820962531,0.06668355858078051,2.5299959889629164,0.2902160864840148,4.0151703538859887e-07,-8.425784630519091e-09,3.8479914646408505e-08,-0.21896578274519396
Intron_UCSC,0.3874513328700006,0.5260382979289533,0.04443776142236736,1.3576887038492962,0.11469249852155579,0.0018866426811437102,1.396947956806491e-07,1.2143431958087706e-07,1.1503732730812586
Intron_UCSC.extend.500,0.3967916306208239,0.5600351713233688,0.03857077483095704,1.4114087296829636,0.09720662396686353,4.161551058921452e-05,-1.3911174032328388e-07,1.2115869176853972e-07,-1.1481779663735678
PromoterFlanking_Hoffman,0.008276913935696063,-0.024382976684689025,0.026504290984352592,-2.945901923606083,3.202194826509775,0.2227189255887973,-2.1540439049471203e-07,1.4793728800206938e-07,-1.4560520434286919
PromoterFlanking_Hoffman.extend.500,0.03316418837343543,-0.006805533662554671,0.04609056936070186,-0.20520730330931042,1.3897692547670029,0.38647561830206767,-1.0647789179904256e-07,7.583000613233473e-08,-1.4041656756986498
Promoter_UCSC,0.04633528479948278,0.08943816207226202,0.029173282276051194,1.9302387469788547,0.6296126678037995,0.1387235158351745,5.5633954877882725e-09,1.1350033967732438e-07,0.049016553638559314
Promoter_UCSC.extend.500,0.056925171766094476,0.102947509994685,0.02473074863603495,1.8084707836753888,0.43444310959049176,0.06072477971469692,-1.6336928038577288e-08,1.01751513972074e-07,-0.16055710034015813
Repressed_Hoffman,0.46001809379686065,0.2529900991031374,0.10125592588918093,0.5499568441211256,0.22011292002330354,0.0425617544914677,1.9121431544609354e-08,3.0721136795304974e-08,0.622419400428295
Repressed_Hoffman.extend.500,0.7184555889215504,0.462055169654675,0.048977491444078765,0.6431227994875098,0.0681705204876995,3.5455060786464375e-07,-4.808509725889097e-09,2.4863244638893047e-08,-0.19339831931538198
SuperEnhancer_Hnisz,0.1672067462048907,0.4031158705028354,0.0581989737322772,2.4108828121615855,0.34806594263225316,8.462836290170983e-05,3.824975264061847e-08,2.8812801961431916e-07,0.13275263090281403
SuperEnhancer_Hnisz.extend.500,0.17038012238895153,0.40579521188156953,0.04369713697815398,2.381705131982484,0.2564685150207849,3.6101461857872705e-07,-2.4081681850269107e-08,2.7956337348752766e-07,-0.08614033215385948
TFBS_ENCODE,0.13097151074145144,0.2572555386183708,0.10435286219826141,1.9642099045968435,0.7967600099250788,0.22399760515684525,5.347572426571201e-09,4.549403162616491e-08,0.11754448298874573
TFBS_ENCODE.extend.500,0.3410413981576402,0.615772846831264,0.08565489021229258,1.8055662748210826,0.2511568703242888,0.002211933751094417,2.1942183959916936e-08,2.5703360627256628e-08,0.853669848006131
Transcr_Hoffman,0.345192604324092,0.5745670963917864,0.10949559946336034,1.6644826372129946,0.3172014640283483,0.03910227054197105,4.4852411455980155e-08,2.729390473496946e-08,1.6433123765730158
Transcr_Hoffman.extend.500,0.7619031802372659,0.7236402113390042,0.050409448189002726,0.9497797490668748,0.06616253809743203,0.44555084879143225,-2.0045022281956323e-08,1.3504192637134866e-08,-1.4843554754125012
TSS_Hoffman,0.017806939892057904,0.07450327825091425,0.05943163978191483,4.183946186292433,3.3375549163515745,0.33575203572821766,-6.554604665067978e-08,2.533891864887182e-07,-0.2586773633041287
TSS_Hoffman.extend.500,0.03433862441850653,0.1537970272769187,0.03530177362120997,4.478834836320089,1.0280485668547734,0.0005337286274602866,1.274396912702162e-07,1.325994708296194e-07,0.9610874800093799
UTR_3_UCSC,0.011168130224340602,0.03885024297525273,0.021214797563721195,3.4786703051312746,1.8995836489696536,0.19261880852296942,-2.543632320158689e-09,8.985929042842194e-08,-0.02830683736797185
UTR_3_UCSC.extend.500,0.02644334767785929,0.03679015763751817,0.027059078707141294,1.3912821510236446,1.0232849122124408,0.7014140356644807,-4.125965277448305e-08,4.653348200426361e-08,-0.8866659230595004
UTR_5_UCSC,0.0054601798073159935,0.027312860529859366,0.03544133553342913,5.002190677542042,6.490873338262953,0.5375574375030578,8.507403810653778e-08,3.0714561174034794e-07,0.27698275623894286
UTR_5_UCSC.extend.500,0.026847463723078013,0.026656783181833496,0.031656796510975437,0.9928976329678171,1.1791354608950764,0.9951880435969931,-4.407631315501854e-08,6.411450552322626e-08,-0.6874624204822317
WeakEnhancer_Hoffman,0.020905666163241073,0.07048003769853858,0.053137393999318695,3.3713366102853635,2.5417699481278158,0.35212086113736696,2.123696637198497e-08,1.22869656430291e-07,0.17284142390382262
WeakEnhancer_Hoffman.extend.500,0.08872435712585422,0.17446635716521508,0.054619885776616355,1.96638626434607,0.6156132041524836,0.12128065394624203,-1.2810675751837712e-08,4.306765033945303e-08,-0.2974547171918088
Cell_type_group_1,0.09285308444213616,0.5142304243440676,0.0685312533495189,5.538108156918835,0.7380611399315006,1.5266595360013984e-09,1.473111052802961e-07,2.793014067584206e-08,5.274270079409646
