censoring_factor	intercept	intercept_se	total_heritability	total_heritability_se	n_snps_regression	n_snps_annotation	nbar
0.2864059014882535	0.9615627583252467	0.014253051043879526	0.21216541293304156	0.01051599727218987	1145927	5961159	378156.0
