mode	alpha	n_snps	nbar	m_total	intercept	intercept_se	heritability	heritability_se
ld	0.2864059014882535	1153626	378144.0	1173569.0	0.27661778789988556	0.00363740615762971	0.22180314143825086	0.012420180241792401
