sumstats1	sumstats2	alpha1	alpha2	n_overlap_snps	nbar1	nbar2	m_total	h2_1	h2_1_se	h2_2	h2_2_se	intercept_1	intercept_1_se	intercept_2	intercept_2_se	gcov	gcov_se	gcor_intercept	gcor_intercept_se	gcor	gcor_se
/Users/ruiqi/Desktop/survivalGWAS/AFT_LDSC/examples/250.2.sumstats.gz	/Users/ruiqi/Desktop/survivalGWAS/AFT_LDSC/examples/401.1.sumstats.gz	0.2864059014882535	0.4910360078877459	1153626	378144.0	378144.0	1173569.0	0.22180314143825086	0.012420180241792401	0.17901228129776922	0.0076761982219319585	0.27661778789988556	0.00363740615762971	0.40169313511953136	0.006524368346135441	0.09889446152576463	0.005075291706255458	0.06707210442171797	0.0024000200428793547	0.4963027825409609	0.021523346219857808
