Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p	Coefficient	Coefficient_std_error	Coefficient_z-score
Conserved_Mammal_phastCons46way	0.02143945497846979	0.08584936416554619	0.06336630686596273	4.004269896401702	2.9555931776062994	0.30984653495885667	1.1887400423603949e-07	2.91533845334865e-07	0.40775370043055226
Conserved_Mammal_phastCons46way.flanking.500	0.3177801497997285	0.5941313299696611	0.09736311012990928	1.8696300896833697	0.3063851225171537	0.005152019009406296	5.788423718319965e-08	3.503700338842802e-08	1.6520886943863924
Conserved_Primate_phastCons46way	0.01926907166878119	0.09694877366976222	0.04427554356265141	5.03131522557124	2.29775177152849	0.07896192542641811	1.8480316706119155e-07	1.1386298359112461e-07	1.6230311312130117
Conserved_Primate_phastCons46way.flanking.500	0.1565502614508353	0.49105091307063525	0.12039624466124049	3.1366981346425287	0.7690580874504064	0.006428666433079796	1.1041277759977251e-07	5.110772275725522e-08	2.1603932173655376
BivFlnk	0.013549378568832001	0.06669129308886057	0.029060742319849356	4.922092386013358	2.144802595352864	0.06740535666926634	1.6657336958918945e-07	7.958845961590166e-08	2.092933704120947
BivFlnk.flanking.500	0.01762996088512318	0.04111294695806691	0.03395983072662015	2.3319930898292323	1.9262567255765568	0.489653161095424	3.07984633159721e-08	8.926066187115949e-08	0.34503960278075446
Human_Promoter_Villar	0.015217007296735417	0.04506794959026672	0.03669826967369797	2.961682853364694	2.4116614363174445	0.4146998671113974	-1.230002510466195e-07	8.569864993208923e-08	-1.435264746225167
Human_Promoter_Villar.flanking.500	0.003588899406977737	0.004671854621885566	0.018876132352295072	1.301751342710327	5.259588027347618	0.9542533692417146	-1.258412663765157e-07	2.346170212697266e-07	-0.536368869127542
Human_Enhancer_Villar	0.03322743110861495	0.09362424224215629	0.0328071674774242	2.8176792222099323	0.9873519072293919	0.06318691959043879	-2.483761404552779e-07	1.6298122265855507e-07	-1.5239555600562944
Human_Enhancer_Villar.flanking.500	0.009797759127042241	0.051779683682475396	0.04856823182595912	5.284849628478947	4.957075510451026	0.3887522206714774	8.990082319361249e-08	1.720512165843727e-07	0.5225236123193919
Ancient_Sequence_Age_Human_Promoter	0.004170665469584019	0.04467246632122064	0.02992546924141338	10.711112326560265	7.175226461977095	0.17317525603344203	4.5863029261004247e-07	2.51236871374682e-07	1.8254895871795203
Ancient_Sequence_Age_Human_Promoter.flanking.500	0.0053204418805135045	0.009476906672793502	0.01985141566414241	1.7812254857069945	3.7311591987969317	0.8342890747245844	9.82653119835547e-08	1.9468810876227494e-07	0.504731966468184
Ancient_Sequence_Age_Human_Enhancer	0.005138094789956115	0.06784573083526874	0.034755190600994836	13.20445293611413	6.764217481727636	0.07143233537987886	5.586913925687721e-07	3.580409377554536e-07	1.560412046932927
Ancient_Sequence_Age_Human_Enhancer.flanking.500	0.00902676811673703	0.08333378135970283	0.056220178538373265	9.23185134280663	6.2281624842153995	0.18775861384611509	3.671085860126324e-07	2.967844044738935e-07	1.2369537633333592
Human_Enhancer_Villar_Species_Enhancer_Count	NA	NA	NA	NA	NA	NA	6.994564799428677e-08	4.649190270253376e-08	1.504469465184414
Human_Promoter_Villar_ExAC	0.0024966621423786885	0.027019400246020644	0.016905302349604055	10.822209295919382	6.771161408927189	0.14541937985582848	3.14045109249619e-07	2.6294460590958344e-07	1.1943394243181662
Human_Promoter_Villar_ExAC.flanking.500	0.0005770689894364502	0.007603080209773928	0.00943509788064943	13.175340122155738	16.350034490440194	0.4553808161958597	5.82897888401019e-07	6.898778147735737e-07	0.8449291684967912
